Network_Latency_ms,Packet_Loss_%,Temperature_C,Vibration_Hz,Power_Consumption_kW,Quality_Control_Defect_Rate_%,Production_Speed_units_per_hr,Predictive_Maintenance_Score,Error_Rate_%,Efficiency_Status
26.221,4.52,75.069,4.988,8.281,6.579,224.436,0.22,9.136,1
14.967,4.988,48.569,1.16,3.452,5.137,310.222,0.277,1.862,2
34.825,3.768,46.117,4.773,9.581,6.881,386.208,0.571,1.682,2
12.975,0.089,44.75,2.533,9.407,7.801,242.745,0.015,1.383,2
27.183,2.827,79.287,2.354,3.948,8.192,351.151,0.541,9.732,1
18.82,3.82,32.088,2.225,9.678,7.385,126.87,0.426,5.117,1
37.68,1.137,38.745,2.653,8.442,7.231,193.636,0.05,5.657,1
5.213,2.357,44.809,1.114,5.574,0.704,473.79,0.132,6.135,1
8.241,3.622,60.505,3.737,8.436,8.004,63.226,0.865,3.655,1
45.171,3.515,55.246,3.982,5.968,5.839,126.477,0.252,3.561,1
39.277,0.416,49.142,4.33,2.612,0.693,376.333,0.855,0.895,2
40.728,4.863,88.458,4.281,6.556,0.438,401.149,0.908,7.568,1
44.774,4.068,60.577,3.466,6.236,5.135,492.293,0.055,6.859,1
48.204,2.513,47.789,3.396,5.674,2.575,57.831,0.409,10.72,1
29.518,2.611,82.359,3.025,8.562,8.763,366.122,0.769,7.679,1
23.595,3.342,81.575,0.618,6.925,9.742,283.125,0.16,3.941,2
43.982,3.157,39.963,4.134,3.382,9.881,355.003,0.546,6.415,1
37.826,2.87,88.245,0.62,9.87,9.89,280.465,0.722,0.58,2
17.553,4.341,70.058,1.67,7.977,2.765,316.716,0.563,4.698,2
41.395,0.13,68.548,2.551,3.793,2.001,494.561,0.052,6.082,1
14.103,4.667,66.546,2.166,8.382,0.595,452.687,0.814,13.979,1
12.617,4.774,61.275,4.138,3.201,7.857,491.642,0.467,10.556,1
31.987,3.78,49.849,3.283,6.254,8.226,180.063,0.24,2.999,1
46.186,2.177,36.817,0.484,8.474,9.671,203.766,0.621,14.991,1
39.98,1.113,44.984,0.165,1.97,9.624,275.117,0.308,4.833,2
2.561,0.103,30.483,3.544,9.4,0.207,416.694,0.516,5.332,1
13.595,1.022,83.185,4.569,9.097,3.954,128.857,0.633,8.382,1
3.95,0.249,75.47,0.724,5.056,7.739,140.03,0.744,3.153,1
29.032,1.803,55.857,1.242,8.641,6.756,154.374,0.013,4.429,1
26.759,2.563,74.146,1.964,7.841,3.277,271.857,0.702,9.545,1
27.635,4.379,63.855,1.551,9.106,4.947,471.029,0.958,3.392,2
31.277,0.108,71.172,4.955,5.006,9.09,230.583,0.377,11.242,1
27.478,0.027,67.64,3.123,2.221,1.775,346.386,0.759,11.222,1
32.094,0.027,84.482,2.591,4.398,9.118,214.134,0.74,12.289,1
11.101,3.416,30.738,1.698,4.404,3.352,397.988,0.625,9.005,1
43.287,1.306,34.049,1.173,3.02,3.731,332.854,0.187,0.97,2
47.917,2.119,62.887,4.914,6.33,9.76,241.273,0.712,3.403,2
31.285,0.839,31.61,1.103,5.051,7.289,284.478,0.332,6.521,1
21.805,0.782,65.693,3.768,4.787,5.787,104.009,0.433,10.92,1
33.762,1.229,52.019,4.574,8.22,5.317,360.415,0.131,2.36,2
14.222,0.777,60.892,0.918,5.833,1.914,261.919,0.585,0.191,2
28.541,0.045,61.619,3.576,6.219,4.802,256.692,0.757,11.192,1
31.79,2.155,32.81,4.119,9.431,1.115,351.346,0.384,9.872,1
28.142,2.349,36.262,3.386,5.987,3.883,453.494,0.17,9.192,1
37.261,3.653,57.438,1.911,6.529,1.611,207.339,0.141,4.616,2
11.523,1.246,53.7,0.782,6.661,5.046,104.428,0.212,2.393,1
16.699,0.988,76.318,1.015,5.755,1.648,322.072,0.602,9.639,1
46.821,2.652,53.044,3.872,4.92,8.681,387.938,0.517,0.887,2
2.564,4.937,62.307,2.678,4.719,9.056,385.734,0.539,8.766,1
27.596,0.68,30.395,0.954,3.191,2.866,178.642,0.68,7.71,1
3.14,4.417,66.439,4.272,7.597,6.656,147.685,0.249,8.125,1
18.96,2.622,30.786,2.15,4.828,1.998,427.323,0.133,5.575,1
32.389,0.541,72.4,4.734,6.475,8.623,58.922,0.763,6.971,1
21.509,3.548,85.178,4.229,5.021,6.01,420.371,0.757,10.754,1
36.605,2.404,32.856,4.603,9.671,1.438,479.779,0.642,10.475,1
45.457,1.184,53.792,4.753,7.521,8.783,260.502,0.244,4.727,2
25.257,4.96,55.267,1.691,6.211,7.413,298.944,0.967,9.877,1
41.492,3.89,50.708,2.518,4.578,1.335,73.91,0.683,0.298,1
27.316,2.086,31.078,3.502,3.143,3.402,87.047,0.945,1.951,1
4.714,2.495,51.304,4.474,3.315,7.446,389.564,0.451,3.066,2
46.103,0.609,41.195,1.018,1.591,1.199,494.708,0.437,8.903,1
27.494,1.855,41.34,0.507,6.536,4.696,71.909,0.166,4.282,1
21.209,0.097,31.854,0.183,4.401,6.652,427.072,0.639,4.277,2
10.942,4.322,37.354,0.1,1.905,0.592,159.029,0.652,12.284,1
3.353,3.76,51.884,1.082,8.97,7.369,319.506,0.626,12.642,1
10.61,0.885,61.002,3.479,2.613,2.287,339.343,0.243,6.19,1
44.425,2.765,44.477,3.955,8.703,2.365,453.646,0.844,11.747,1
39.886,0.138,85.053,3.799,7.94,5.146,118.253,0.3,5.071,1
13.076,1.105,57.636,2.508,3.613,0.445,302.156,0.686,9.552,1
32.725,4.282,35.286,3.374,7.043,1.803,177.944,0.048,10.239,1
46.815,0.491,44.281,1.38,6.63,0.27,85.447,0.557,4.533,1
20.858,0.11,51.121,1.532,4.94,3.481,58.676,0.317,6.113,1
7.485,1.277,73.398,2.006,7.705,7.458,359.227,0.565,10.932,1
36.461,1.722,35.817,1.586,7.106,2.684,133.736,0.911,2.909,1
32.692,1.427,40.037,4.162,9.507,2.251,129.91,0.936,14.318,1
35.194,4.796,67.787,2.887,9.277,8.564,153.811,0.704,10.648,1
12.511,4.776,50.46,2.204,1.598,5.123,54.026,0.561,0.962,1
41.248,3.605,68.437,3.01,6.82,0.996,404.372,0.668,10.94,1
17.363,3.273,63.879,0.63,6.528,0.62,243.061,0.985,9.321,1
26.752,0.388,46.508,4.594,8.746,9.511,423.528,0.623,14.795,1
48.962,1.513,65.867,0.673,7.995,9.537,480.006,0.971,4.635,2
47.145,1.143,70.863,3.105,4.059,1.978,187.937,0.596,6.034,1
19.256,1.478,89.609,2.214,2.319,9.371,137.026,0.512,10.097,1
41.958,4.013,43.934,3.908,8.354,7.519,394.636,0.78,0.182,2
46.035,0.257,41.779,2.429,9.222,5.365,136.564,0.109,7.606,1
21.583,0.431,70.103,3.041,8.47,5.224,78.268,0.333,7.898,1
7.813,2.337,53.637,3.063,3.728,7.73,430.853,0.454,13.353,1
1.509,1.876,61.01,3.275,5.385,5.322,57.868,0.409,14.301,1
14.443,2.274,53.126,1.769,8.492,5.834,411.397,0.884,11.843,1
12.316,4.753,33.433,3.458,5.104,3.635,348.094,0.07,14.662,1
34.105,2.768,61.082,3.691,5.965,8.173,281.404,0.655,10.72,1
15.591,4.8,50.762,1.876,2.889,2.49,338.153,0.705,6.521,1
32.533,2.239,56.013,2.215,3.53,8.97,238.824,0.054,1.441,2
31.141,2.555,58.47,0.647,6.276,0.899,307.824,0.195,1.042,2
12.787,2.329,77.522,4.495,6.983,0.8,379.977,0.192,0.949,2
19.324,3.348,88.816,1.326,9.417,6.834,119.103,0.774,8.151,1
12.919,3.828,82.182,4.306,3.614,4.859,91.607,0.967,10.721,1
46.929,4.367,54.82,3.889,4.085,4.57,159.527,0.112,9.232,1
18.034,3.466,46.159,1.378,9.948,1.825,394.518,0.295,12.184,1
11.105,4.384,53.392,4.742,4.487,7.804,117.761,0.489,12.056,1
12.765,1.698,78.6,0.802,6.366,1.13,384.872,0.16,1.008,2
32.936,0.626,77.524,0.767,1.543,1.564,331.26,0.004,12.925,1
46.22,2.632,77.159,1.4,4.774,2.622,52.693,0.508,6.433,1
30.114,4.688,49.473,4.212,5.089,9.771,174.709,0.66,13.924,1
7.995,3.11,60.87,2.664,4.74,5.779,106.82,0.645,5.255,1
46.164,2.033,82.922,2.496,6.985,8.448,276.423,0.631,1.045,2
1.797,1.285,53.233,1.39,5.228,1.522,382.406,0.795,2.794,2
5.02,2.748,60.134,1.567,4.881,3.436,252.313,0.007,5.744,1
25.497,4.984,55.625,1.35,6.359,8.484,131.969,0.967,5.72,1
43.983,1.58,38.16,2.759,9.772,3.775,216.038,0.038,10.204,1
43.744,2.958,80.303,0.874,4.249,3.671,406.45,0.571,10.118,1
10.469,4.826,60.534,2.005,6.11,0.157,192.744,0.806,14.966,1
9.292,2.399,80.433,4.747,7.438,5.259,233.205,0.531,0.36,2
8.791,3.363,59.521,2.803,6.063,6.123,233.463,0.47,11.828,1
23.917,0.58,44.918,2.983,6.308,3.398,275.125,0.087,4.788,2
5.064,2.191,32.378,2.862,7.107,4.538,184.839,0.861,6.465,1
26.268,3.468,58.309,3.541,9.203,9.505,114.026,0.665,5.667,1
23.393,2.408,61.981,4.184,4.696,7.188,299.477,0.976,14.559,1
12.783,1.273,54.475,4.97,8.194,0.868,177.359,0.01,10.939,1
49.955,1.105,52.318,2.861,8.188,2.785,499.69,0.883,7.479,1
39.316,4.083,42.143,2.541,6.226,2.771,67.244,0.043,8.384,1
33.532,3.531,80.792,2.19,4.695,3.786,476.312,0.156,1.039,0
29.248,2.868,45.659,2.56,7.903,1.272,454.669,0.928,12.681,1
4.194,3.797,69.936,1.633,5.929,7.281,265.009,0.4,9.19,1
45.044,1.835,85.923,3.189,1.661,8.796,307.42,0.165,14.614,1
20.958,2.855,31.63,1.973,8.78,3.18,155.129,0.059,5.07,1
1.583,3.398,78.763,4.555,7.079,4.458,252.435,0.884,10.816,1
25.605,0.578,84.349,0.553,6.04,9.721,252.971,0.257,11.008,1
10.406,2.003,32.9,2.786,3.311,7.417,269.88,0.352,12.221,1
17.709,3.202,79.228,2.028,6.529,1.09,287.879,0.86,5.13,1
19.542,2.86,56.105,0.286,4.684,7.666,92.805,0.405,7.654,1
38.889,1.726,46.55,3.821,3.476,5.211,156.93,0.93,3.108,1
28.783,4.921,33.065,0.509,7.66,7.548,71.729,0.764,0.379,1
17.127,0.917,85.922,3.104,8.586,9.689,495.217,0.508,9.838,1
14.647,4.81,67.693,0.525,1.51,8.508,447.393,0.49,6.352,1
1.231,2.855,41.093,3.794,7.628,9.066,55.734,0.561,5.952,1
4.629,3.632,72.183,1.095,7.439,4.723,278.842,0.027,5.802,1
35.935,1.43,71.46,2.259,1.794,4.652,335.279,0.169,4.447,2
6.496,2.037,83.789,4.888,6.374,4.905,404.912,0.025,4.993,2
33.074,1.55,78.64,0.371,1.663,2.853,457.114,0.11,13.21,1
22.842,1.744,51.475,3.806,7.091,0.484,305.492,0.477,12.288,1
36.759,4.154,60.448,1.6,4.485,5.786,92.532,0.915,5.216,1
41.963,4.019,78.019,3.976,8.616,3.221,174.251,0.287,2.057,1
44.502,2.323,59.818,4.334,8.655,5.462,127.804,0.516,7.63,1
2.87,0.387,77.849,0.818,7.753,4.109,349.062,0.678,2.492,2
25.89,0.927,78.276,2.819,5.424,5.135,482.134,0.791,6.363,1
35.568,4.306,86.828,0.229,2.645,4.661,327.182,0.674,10.122,1
44.69,2.51,36.857,0.217,4.44,5.978,71.066,0.265,7.169,1
45.271,4.194,64.926,2.109,4.442,6.05,234.219,0.246,4.561,2
17.415,3.388,45.813,1.522,5.519,9.885,410.092,0.878,4.554,2
15.278,1.252,85.956,4.843,4.072,3.832,368.375,0.311,0.899,2
33.341,0.66,80.059,1.632,3.44,0.199,104.788,0.527,6.021,1
2.934,1.958,47.799,4.385,1.724,2.858,399.935,0.935,7.907,1
10.61,1.141,87.698,0.702,6.0,9.99,150.597,0.486,14.749,1
4.415,0.61,63.471,1.821,4.574,4.299,273.468,0.562,4.933,2
12.566,3.633,67.807,3.909,8.227,6.359,193.036,0.755,0.272,1
31.233,0.595,46.302,1.809,4.811,7.543,448.69,0.537,8.543,1
31.594,0.172,45.474,3.813,3.642,0.204,156.004,0.298,3.278,1
48.727,1.607,88.434,1.751,1.899,5.263,68.79,0.373,0.345,1
37.429,1.588,32.805,4.771,5.353,1.279,424.078,0.283,7.05,1
39.584,2.944,72.474,2.237,3.47,8.514,53.316,0.368,12.847,1
33.173,3.716,36.654,2.447,4.166,7.673,139.354,0.314,13.052,1
14.73,2.57,58.505,0.91,3.569,0.136,273.676,0.284,7.599,1
47.889,2.877,58.255,0.805,1.896,0.585,267.664,0.591,10.465,1
42.99,0.437,78.837,1.387,3.936,0.262,261.022,0.252,11.575,1
17.046,2.921,45.652,1.237,6.838,3.14,357.449,0.014,14.597,1
24.304,4.927,38.941,1.197,2.736,7.393,475.487,0.223,5.349,1
8.785,4.978,71.63,2.726,6.671,6.681,73.04,0.279,5.515,1
28.903,1.272,64.255,3.802,9.987,3.208,410.776,0.94,5.309,1
38.092,2.468,65.928,0.953,8.275,7.147,411.784,0.495,5.752,1
11.638,4.73,54.105,2.761,2.705,2.794,103.645,0.499,14.884,1
19.702,2.145,47.684,4.233,7.396,7.569,222.781,0.835,14.697,1
18.954,1.355,74.337,3.14,4.261,1.806,103.614,0.286,7.381,1
19.571,4.383,71.774,4.901,4.568,6.268,109.723,0.621,1.833,1
22.486,1.296,80.821,2.94,7.6,1.933,157.51,0.25,10.063,1
5.637,0.227,77.495,0.979,9.892,0.518,181.926,0.359,14.88,1
3.314,3.164,64.662,2.521,2.37,3.201,201.44,0.424,1.03,2
45.192,3.752,79.894,4.318,5.789,9.802,468.174,0.54,7.838,1
49.973,4.951,45.525,1.096,4.142,8.414,484.588,0.07,5.994,1
35.076,4.322,66.67,2.816,5.9,2.44,137.42,0.325,14.224,1
16.782,2.171,49.959,1.742,1.711,2.199,92.718,0.283,9.205,1
1.811,0.825,76.263,0.431,1.509,5.88,446.746,0.407,4.912,2
30.241,0.168,85.825,2.94,9.647,7.947,130.069,0.972,3.392,1
3.019,4.331,72.91,2.327,1.634,4.41,233.585,0.712,10.385,1
45.816,2.211,47.518,3.882,2.31,4.098,279.999,0.128,9.988,1
11.721,3.345,45.278,3.789,1.534,4.389,95.467,0.248,5.652,1
41.194,0.121,36.795,4.036,3.095,0.103,138.204,0.275,1.433,1
10.312,3.673,71.536,4.033,7.096,0.966,329.704,0.68,7.186,1
2.24,2.139,86.328,0.262,9.401,4.683,384.355,0.055,13.405,1
45.42,2.224,45.548,4.929,1.919,4.597,184.079,0.576,2.851,1
40.241,1.704,89.319,2.128,2.9,3.592,359.012,0.37,9.995,1
31.8,2.922,62.622,3.026,7.691,9.556,68.65,0.065,10.2,1
19.204,3.22,73.381,4.05,4.977,5.005,473.419,0.161,14.43,1
25.782,3.486,43.583,3.258,5.999,0.504,271.286,0.191,1.529,2
2.271,3.918,38.434,4.097,5.516,0.071,358.019,0.482,7.379,1
28.582,0.772,89.508,3.804,4.703,9.681,156.667,0.003,11.792,1
19.708,1.326,51.126,0.646,6.828,1.297,248.57,0.08,12.719,1
11.678,4.431,41.948,0.533,6.544,1.838,341.523,0.36,5.992,1
31.071,1.438,80.319,2.898,6.322,9.22,342.952,0.151,3.092,2
32.431,3.828,34.776,1.803,4.739,9.023,356.134,0.653,3.951,2
48.075,2.736,37.789,4.855,7.02,5.148,184.603,0.752,0.678,1
15.608,1.454,78.795,1.487,5.057,0.203,497.636,0.593,11.051,1
23.664,0.067,58.532,2.113,9.881,3.417,222.524,0.291,9.177,1
35.746,4.043,46.287,1.365,4.146,2.675,400.832,0.814,13.688,1
13.496,4.679,56.052,4.569,1.71,4.512,253.702,0.999,4.938,2
36.186,3.926,88.523,3.629,3.375,9.167,116.612,0.57,13.022,1
7.617,1.251,42.481,1.089,8.484,1.269,66.007,0.014,10.37,1
9.603,2.039,35.762,1.751,6.314,6.768,442.187,0.251,11.072,1
38.612,2.103,85.614,0.642,4.865,9.434,87.207,0.644,11.093,1
34.845,1.984,43.784,0.669,1.557,3.476,132.829,0.182,1.989,1
12.192,4.156,85.993,0.327,8.117,0.175,268.879,0.529,12.411,1
14.292,1.598,51.175,0.936,7.573,4.95,300.929,0.082,1.473,2
43.485,4.277,31.36,4.397,5.482,5.255,162.084,0.488,4.335,1
28.114,3.515,58.805,1.263,9.409,6.425,336.869,0.31,13.11,1
27.96,0.583,42.071,3.555,5.653,5.718,405.539,0.45,4.405,2
31.024,0.749,57.572,2.267,2.826,4.547,262.44,0.519,9.121,1
37.274,0.239,63.174,1.136,5.756,7.192,156.221,0.709,5.473,1
3.692,4.936,66.767,2.519,1.502,5.394,197.385,0.81,8.401,1
3.778,4.413,86.564,4.771,3.078,9.606,304.127,0.983,2.548,2
30.283,0.467,79.705,3.585,4.144,2.764,181.302,0.007,0.985,1
6.107,0.723,30.546,2.028,7.829,2.299,230.965,0.032,12.692,1
43.855,4.534,83.419,4.59,9.324,4.501,53.328,0.572,10.705,1
22.64,4.01,42.444,0.481,2.23,7.729,475.035,0.501,14.717,1
28.258,3.328,44.895,4.389,4.118,8.924,65.887,0.022,9.643,1
24.015,0.529,78.927,1.101,4.377,2.711,277.975,0.828,5.957,1
23.827,2.924,60.782,1.409,3.457,7.029,485.293,0.104,8.613,1
13.872,3.536,54.665,3.835,6.586,0.576,238.553,0.221,3.018,2
8.795,4.808,30.016,0.902,2.869,4.679,193.041,0.552,14.317,1
43.717,0.202,48.62,4.65,9.54,4.838,330.641,0.46,9.192,1
33.198,3.263,67.009,2.704,4.976,8.874,168.853,0.951,0.661,1
19.749,0.25,35.535,3.953,5.777,6.03,379.172,0.097,7.23,1
6.076,4.715,63.148,1.412,7.485,2.055,161.239,0.605,10.605,1
11.856,0.698,30.747,0.976,2.627,1.513,484.356,0.432,0.577,0
15.555,0.323,69.733,0.844,8.696,3.876,225.091,0.434,12.205,1
12.145,1.356,33.367,4.447,8.442,8.617,66.713,0.987,11.206,1
26.108,3.139,33.991,3.814,9.551,2.397,209.21,0.12,11.175,1
6.985,0.085,73.283,2.536,2.203,9.511,400.48,0.027,7.063,1
33.798,1.252,73.714,3.57,2.458,2.303,296.682,0.798,8.523,1
38.804,1.817,42.113,3.914,2.894,1.607,117.883,0.745,5.852,1
6.93,4.934,35.626,0.327,6.432,7.298,109.547,0.46,10.803,1
10.036,2.218,77.047,1.045,6.498,3.145,260.758,0.892,4.348,2
8.493,1.767,76.332,2.991,2.471,1.613,457.536,0.394,7.892,1
22.951,2.888,41.987,1.325,7.595,9.587,341.91,0.008,7.715,1
40.634,2.295,47.601,4.211,7.325,2.69,351.828,0.112,11.738,1
13.6,2.796,43.106,4.667,4.748,6.158,484.859,0.967,12.718,1
35.794,3.037,62.881,2.824,4.438,2.583,314.601,0.48,3.645,2
23.602,1.356,68.738,4.761,6.396,2.8,333.328,0.382,14.626,1
32.158,0.478,86.638,1.756,8.72,8.13,486.108,0.519,1.95,0
2.036,0.114,42.24,0.152,4.537,6.973,429.715,0.717,13.351,1
35.612,0.872,61.689,3.828,7.836,9.619,474.49,0.516,12.049,1
20.647,0.045,36.828,1.674,4.413,2.233,246.42,0.781,14.382,1
14.315,0.55,58.506,0.853,8.912,3.773,78.766,0.502,2.96,1
35.9,1.704,77.371,2.565,2.845,9.306,241.481,0.305,3.144,2
8.492,2.65,48.64,3.353,6.455,0.443,302.907,0.681,9.327,1
25.054,1.308,65.494,1.169,2.857,9.404,427.428,0.744,1.826,0
27.561,2.945,70.332,1.572,4.641,2.899,154.12,0.415,9.02,1
14.229,1.513,40.428,4.286,7.29,6.924,492.273,0.742,8.128,1
28.249,2.105,32.376,4.764,5.779,6.302,387.134,0.009,8.644,1
12.371,3.334,40.559,2.354,7.667,6.557,474.322,0.664,11.32,1
37.192,2.282,63.279,0.107,3.434,6.256,222.039,0.232,10.407,1
37.802,1.413,65.067,3.382,7.734,9.643,97.525,0.327,1.886,1
23.536,4.872,69.714,3.906,6.833,4.553,354.677,0.818,14.001,1
4.903,0.491,62.036,2.121,6.3,0.378,366.045,0.999,4.9,2
24.12,1.402,57.426,2.515,8.4,3.406,477.259,0.033,0.358,0
43.508,2.684,82.397,2.421,1.51,7.852,250.996,0.291,14.69,1
30.086,0.74,44.007,3.492,2.616,8.646,355.994,0.567,4.503,2
47.89,2.992,60.164,3.245,1.804,0.742,117.215,0.411,6.031,1
34.322,2.882,64.116,1.262,7.403,4.71,276.314,0.958,4.314,2
33.382,0.769,37.186,2.547,2.049,2.312,196.666,0.619,5.627,1
45.653,3.103,83.758,3.032,3.668,0.147,205.295,0.23,6.631,1
15.401,2.705,69.415,0.746,5.235,9.704,179.792,0.332,6.019,1
8.659,0.392,32.615,1.37,6.341,7.311,355.37,0.622,11.053,1
17.798,2.852,33.909,4.133,5.172,3.039,51.106,0.064,5.166,1
11.31,2.88,79.807,0.225,1.739,6.336,395.612,0.838,3.959,2
18.224,1.44,43.55,0.8,4.311,4.347,300.734,0.704,5.141,1
4.07,3.931,76.37,1.341,2.351,4.486,64.104,0.563,6.118,1
23.874,0.61,64.773,4.156,7.584,4.742,60.166,0.08,4.822,1
44.15,4.664,81.75,1.211,3.044,0.282,72.999,0.11,4.866,1
18.691,0.438,66.435,0.949,9.606,1.967,113.983,0.173,0.71,1
37.717,3.998,68.15,2.357,9.975,1.335,217.038,0.527,2.503,2
16.438,0.433,80.398,2.578,8.939,9.206,55.466,0.863,10.459,1
19.783,1.899,62.924,0.997,6.319,9.425,396.543,0.101,1.329,2
18.969,4.262,52.022,2.065,8.693,4.969,190.996,0.17,9.374,1
35.701,1.677,78.738,0.702,9.516,5.118,135.661,0.255,10.484,1
49.575,0.327,52.398,0.716,8.571,3.5,141.258,0.091,5.85,1
49.44,1.346,75.895,3.111,4.586,9.628,137.514,0.513,2.519,1
1.48,2.706,64.382,3.939,6.844,7.913,61.481,0.085,1.924,1
3.46,4.891,66.557,3.347,5.896,6.87,409.655,0.294,7.405,1
19.199,0.369,53.327,1.761,7.571,4.796,183.203,0.376,6.826,1
13.196,3.32,68.133,4.231,1.968,3.027,95.331,0.265,6.108,1
21.96,2.45,50.69,4.944,5.038,8.615,446.962,0.337,4.92,2
17.792,2.14,64.911,3.913,8.739,4.035,310.375,0.36,13.876,1
20.866,2.795,36.872,1.484,6.667,3.661,433.659,0.486,2.342,2
21.314,2.249,87.015,1.985,7.255,0.083,463.034,0.319,8.84,1
46.583,2.294,33.444,2.207,3.125,9.454,222.049,0.623,2.807,2
17.266,0.388,30.864,3.062,5.933,9.275,113.898,0.557,5.427,1
44.89,0.138,66.174,2.82,9.154,6.783,135.719,0.314,5.044,1
33.944,1.283,66.464,0.758,7.866,1.003,170.975,0.846,6.949,1
11.84,3.465,85.564,4.265,8.715,3.978,227.038,0.317,2.119,2
38.896,0.531,31.934,1.455,8.818,3.204,480.027,0.945,8.405,1
20.156,1.81,54.8,3.002,5.46,2.085,342.293,0.704,11.549,1
39.781,4.211,54.725,1.384,5.849,6.394,292.908,0.308,3.995,2
27.59,4.634,46.508,2.117,5.488,2.028,375.787,0.35,14.919,1
29.866,1.453,80.131,3.17,3.696,9.145,414.475,0.766,12.385,1
21.723,2.829,75.876,3.111,8.257,6.205,391.571,0.55,7.555,1
20.145,2.823,80.742,3.592,7.587,5.11,237.581,0.431,12.062,1
11.255,3.507,62.89,3.323,4.439,8.251,497.019,0.35,12.477,1
6.818,2.852,64.762,1.29,3.069,1.44,492.854,0.029,11.848,1
23.926,2.434,69.978,4.229,5.99,1.794,384.367,0.53,10.496,1
11.282,3.118,76.035,4.824,4.762,7.246,315.299,0.668,10.563,1
31.251,3.708,51.999,4.388,4.386,4.123,122.867,0.598,3.639,1
20.931,0.558,77.588,4.061,9.759,1.23,447.818,0.425,4.476,2
39.435,0.97,32.735,0.189,4.648,5.664,316.857,0.96,13.985,1
14.746,4.301,56.628,2.481,2.749,3.552,73.85,0.621,1.994,1
11.335,4.656,33.811,0.534,7.027,6.264,73.84,0.478,11.286,1
12.363,4.945,30.057,0.627,9.064,6.49,358.332,0.57,6.432,1
37.931,1.662,61.417,0.123,9.281,9.475,318.243,0.055,11.859,1
30.216,3.85,30.611,3.671,4.17,0.068,277.709,0.401,1.097,2
16.94,1.773,82.129,0.746,7.877,6.596,96.989,0.167,14.802,1
43.142,0.486,30.172,4.31,3.202,3.12,441.202,0.239,0.353,0
3.615,3.861,64.535,3.603,9.947,0.774,287.231,0.441,9.144,1
22.056,2.357,56.636,0.589,4.871,9.461,297.997,0.035,2.735,2
9.226,4.046,49.248,0.806,3.748,1.881,147.301,0.09,12.275,1
31.254,4.729,65.955,4.481,4.77,1.056,335.8,0.46,1.189,2
44.008,4.867,37.913,2.73,4.201,7.135,231.978,0.795,4.611,2
32.639,4.101,44.206,1.496,3.394,2.216,454.913,0.571,10.179,1
1.096,2.454,79.011,4.778,3.307,7.53,438.085,0.924,4.101,2
32.626,0.908,72.648,3.984,2.74,0.149,286.833,0.925,0.088,2
19.773,0.88,38.376,3.695,5.946,9.739,456.025,0.062,2.846,2
41.235,0.689,64.389,2.306,7.566,3.575,274.947,0.752,12.635,1
26.935,1.505,70.48,1.934,5.63,6.428,390.706,0.35,8.172,1
19.762,0.066,85.274,1.056,1.751,3.948,278.091,0.837,13.49,1
19.266,2.165,59.127,1.241,4.603,0.779,298.222,0.202,13.9,1
36.798,1.261,70.606,3.917,5.333,4.28,260.142,0.329,10.969,1
35.96,0.858,51.256,0.309,8.914,5.071,469.866,0.847,14.389,1
17.352,1.525,67.115,3.582,3.58,8.992,485.079,0.106,13.517,1
44.576,3.713,47.813,3.876,4.092,5.536,369.142,0.254,7.572,1
14.943,3.025,58.576,2.499,5.846,7.837,73.606,0.157,8.342,1
48.244,1.29,67.019,1.045,5.234,2.031,344.058,0.309,3.841,2
5.776,3.011,83.276,2.897,3.205,2.641,345.617,0.177,7.156,1
34.601,0.092,76.678,0.11,7.872,0.035,451.983,0.772,4.073,2
46.979,3.631,81.81,2.737,2.316,0.069,106.58,0.74,9.68,1
39.141,4.253,60.471,4.328,3.484,7.287,130.787,0.61,3.33,1
31.175,1.318,62.392,0.528,8.073,6.904,245.183,0.033,1.897,2
49.999,0.473,49.554,1.153,3.512,3.967,399.522,0.136,1.211,2
17.161,1.853,58.675,4.577,3.174,9.951,210.195,0.576,5.318,1
40.927,2.249,69.108,4.544,9.641,8.626,333.353,0.345,0.787,2
12.368,4.023,56.368,2.735,7.253,3.893,245.123,0.521,2.691,2
22.988,0.244,62.215,2.542,5.937,6.349,469.634,0.038,13.329,1
46.364,3.919,73.966,0.625,7.421,5.321,93.733,0.454,0.392,1
8.065,3.078,60.876,1.331,7.44,2.826,139.867,0.072,0.223,1
18.567,2.786,57.271,2.802,5.443,3.649,418.668,0.673,2.705,2
30.327,2.785,89.096,4.68,6.241,2.938,180.937,0.477,9.391,1
39.461,1.239,34.555,2.797,8.161,6.924,79.613,0.121,6.391,1
44.843,4.862,82.293,1.156,7.221,9.359,69.818,0.45,14.873,1
10.365,4.004,42.117,4.851,4.509,8.301,377.823,0.23,2.937,2
30.802,0.46,63.659,3.899,9.874,9.342,481.075,0.378,13.677,1
16.541,4.324,64.795,4.153,5.828,1.902,390.611,0.442,5.951,1
35.412,0.952,59.438,4.295,2.481,0.331,171.369,0.63,4.407,1
33.237,4.314,44.735,3.773,5.515,9.474,126.573,0.917,0.282,1
9.998,3.983,85.199,2.417,8.272,1.956,298.979,0.518,10.613,1
9.794,1.605,30.257,0.838,4.227,0.623,445.645,0.061,9.477,1
26.737,0.277,88.487,3.741,8.786,3.653,84.811,0.069,14.77,1
44.92,3.403,41.641,2.649,6.018,1.235,151.176,0.547,0.014,1
1.589,1.418,72.805,0.972,5.713,7.51,94.179,0.928,7.073,1
